,Precentral_R,Frontal_Sup_2_R,Frontal_Mid_2_R,Frontal_Inf_Oper_R,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_R,Rolandic_Oper_R,Olfactory_R,Frontal_Sup_Medial_R,Frontal_Med_Orb_R,Rectus_R,OFCmed_R,OFCant_R,OFCpost_R,OFClat_R,Insula_R,Cingulate_Mid_R,Cingulate_Post_R,Hippocampus_R,ParaHippocampal_R,Amygdala_R,Calcarine_R,Cuneus_R,Lingual_R,Occipital_Sup_R,Occipital_Mid_R,Occipital_Inf_R,Fusiform_R,Postcentral_R,Parietal_Inf_R,SupraMarginal_R,Angular_R,Precuneus_R,Caudate_R,Putamen_R,Pallidum_R,Heschl_R,Temporal_Sup_R,Temporal_Pole_Sup_R,Temporal_Mid_R,Temporal_Pole_Mid_R,Temporal_Inf_R,Cerebellum_Crus1_R,Cerebellum_Crus2_R,Cerebellum_3_R,Cerebellum_4_5_R,Cerebellum_6_R,Cerebellum_8_R,Cerebellum_9_R,Thal_AV_R,Thal_LP_R,Thal_VA_R,Thal_VL_R,Thal_VPL_R,Thal_IL_R,Thal_MDm_R,Thal_MDl_R,Thal_LGN_R,Thal_PuI_R,Thal_PuM_R,Thal_PuA_R,Thal_PuL_R,ACC_sub_R,ACC_pre_R,ACC_sup_R,N_Acc_R,SN_pc_R,SN_pr_R,Red_N_R
Precentral_R,1.0,0.6246231181999845,0.6508491048314802,0.6639301048919183,0.44680499684482217,0.30034766949009767,0.49499971708419194,0.08913592798317775,0.4614928816684915,-0.3397678699671712,-0.1844493309338883,0.051912308658075834,0.4476013055372522,0.22342300481737468,0.4698770554714296,0.3736307302156843,0.7663294837942982,0.48609735071432153,0.5955933205493139,0.41530626374141877,0.6449618699048878,0.5854435188164291,0.5014771282553119,0.6656129084554192,0.28798775652221104,0.34362080160387465,0.30221914445055315,0.4301916438843671,0.8256735361494371,0.2984925671947328,0.5512702840202051,0.42187211314276746,0.5031080511131963,0.5672445961000048,0.31269613660444157,0.3351429264052719,0.6242648593913285,0.5428227194239321,0.2735359393319959,0.6874955117177561,-0.23216719741985026,0.48238316939298787,0.21382072178573272,0.2167793425020118,0.46331935018617065,0.46522519083903746,0.3685503058909673,0.4326969504497562,0.5187736113811595,0.5979382703874446,0.46307756682299045,0.2681473651847214,0.5151416850265579,0.5968429801528733,0.48929065862238924,0.5801742723602009,0.3473651229262461,0.4508178015225459,0.4097545685169745,0.5934206031672499,0.4576479931634407,0.7148623242146901,0.010198051127951656,0.19934765220800083,0.243244760189342,0.27980592452947295,0.3506215870077095,0.4715706399302317,0.41939440072728656
Frontal_Sup_2_R,0.6246231181999845,1.0,0.9180104031850639,0.5340728993800381,0.4487866066893856,0.1726250869149679,0.45190535892802436,-0.07703206293343794,0.9496702822991596,-0.6137025696222588,-0.42193253899654193,-0.27316249244914,0.5615894591869509,0.12928715376761787,0.35244834625499927,0.20101907030602517,0.3946117533790146,0.2210545372855598,0.30334856297127555,0.11885813636865841,0.3835206593964662,0.45575638981212163,-0.21545816421678832,0.5458920269320073,-0.4723388937120328,-0.29271871795115384,0.5840633170501502,0.45119101101284503,0.2532841620052612,-0.329935442222824,-0.09391721429091346,-0.2746133124886778,0.013557301400854723,0.2616324628892041,0.06508501910434132,0.0736531837282592,0.35105763904902904,0.2963136114168542,0.031027911057230156,0.36864420522759583,-0.45269021473319354,0.4462378453723568,0.3501048862455931,0.48518447055389446,0.36126329649035016,0.332760621034468,0.37916516683087004,0.6365750086739345,0.5826016014147398,0.2830599828934183,0.3028875820665474,0.03550371771905644,0.24995829255436847,0.2868716254228754,0.2642558967021863,0.15874867732883283,0.08814653278721003,0.27238840823320737,0.19822120395993462,0.09296815430978815,0.19592755600195702,0.1409728015806238,-0.2728187181617313,0.5694675992133442,-0.18684728935988296,0.11954385869373615,0.23807737240131982,0.14121506263246444,0.16908969404449026
Frontal_Mid_2_R,0.6508491048314802,0.9180104031850639,1.0,0.705438645859337,0.6482765337552542,0.3679557930693009,0.5872171109112958,0.06401399858472354,0.8884070066166938,-0.49198772519268164,-0.26553182391432173,-0.03611514787376006,0.6165123752290163,0.2988616458078209,0.46780089083675286,0.3697665191660313,0.5301070607486988,0.3271490208707824,0.49272749335283655,0.3227859493132014,0.445713893022172,0.5444499439220393,-0.1387505983598035,0.6495056305709608,-0.40730998485929915,-0.2861795547389127,0.5074204241913502,0.6229022610115592,0.333721827183093,-0.3000901445384227,0.07314972330697501,-0.1481451138018938,0.11414650734271596,0.45861113138147597,0.29686154452201985,0.32400975888843414,0.3937044583178093,0.497470199900961,0.22819162231101567,0.5020938043684511,-0.2564719504884144,0.5442631956340443,0.3054946409082545,0.45431658940481184,0.45893137640089154,0.4655969932347874,0.3957781595613752,0.6625721303157451,0.6795826694527906,0.2747998090150882,0.2873114529636872,0.27981431365814435,0.4628772869905039,0.4477605395535581,0.45726530658772047,0.24630370459240356,0.15196632898430956,0.49402378001103997,0.2279225629681107,0.15551909571566602,0.23488221098950376,0.1872636170605945,-0.12172883730839185,0.6582163406603454,-0.011329562030832125,0.3587137100859272,0.33468127272998427,0.3457739646214112,0.39865830087608195
Frontal_Inf_Oper_R,0.6639301048919183,0.5340728993800381,0.705438645859337,1.0,0.8374312997778242,0.6010735790810932,0.8174767897897602,0.33589797362542245,0.48935294165789117,-0.22700533308993137,0.0674204051607805,0.16121361381142463,0.46374954161978804,0.5767493325214982,0.5685864086282885,0.7687909263520512,0.7874947916282055,0.6491560044205116,0.7796801025890606,0.6133588574084252,0.5317349125708003,0.6496986563515156,0.2685185396952601,0.7181647608984233,-0.014611828918001587,-0.050838328302068046,0.21739579613503382,0.7607411240593479,0.5872815312583771,0.023688588391694257,0.4901063207721618,0.24191278392370552,0.48613372806502836,0.8001987414498786,0.6235732556152521,0.5532090348344261,0.6280914271522833,0.8529018517796921,0.6600142039668794,0.750629677190921,0.1112833799571806,0.7019084250484472,0.16418371034036564,0.2603565765522264,0.5730069713893533,0.6750343507715749,0.39584514900370954,0.5454762533465844,0.6896538289212906,0.2616575835538528,0.2552761866190838,0.573255440247297,0.7728623289304835,0.7781517243146332,0.6911545398946419,0.5878180012723326,0.5297682593136914,0.6418138051224436,0.497523499264314,0.5161243884111342,0.5651134948461997,0.4887122151273807,0.20951991540933473,0.4725491748532529,0.5369712955692001,0.6029639847878783,0.44026863604172983,0.673598859553391,0.6085967002800993
Frontal_Inf_Tri_R,0.44680499684482217,0.4487866066893856,0.6482765337552542,0.8374312997778242,1.0,0.669293907228107,0.788927632282873,0.37611850841786215,0.43407472993769025,-0.013227110374059332,0.32507598848573804,0.25450706406742085,0.40479644891137945,0.6277828949317298,0.6152398789338315,0.7156423013175255,0.6917765971016052,0.5428562992081478,0.6416007124184266,0.5913107016890294,0.35250111146261315,0.49568710910272346,0.06299299863427597,0.5293567946000352,-0.1289028140416051,-0.2244715439905442,0.07641308060056266,0.7259389042186996,0.5009100303691775,-0.006825054037487042,0.47149551033753323,0.16932483326027065,0.40387853679685876,0.7397301578673858,0.6687563954107788,0.581475340351605,0.43379303545226583,0.7877100817171541,0.7568666083124634,0.612184999017647,0.35798696707013367,0.7016720635214688,0.16261338168253223,0.23880791696058076,0.577687163896812,0.6564235391776135,0.3533575048176967,0.4937048130401195,0.6184434587493042,-0.02804942232420551,0.04005885353118032,0.6236294966884931,0.7454407042058121,0.6603048947558744,0.5580736322112528,0.3949162871215922,0.35172892174032105,0.5804448066080874,0.26859502208778463,0.2173367783417469,0.3332674685090402,0.2041509518619963,0.27027598087484633,0.4217389744023899,0.5956315710290275,0.7448373038280703,0.2650136980037145,0.6214444889659457,0.5949610634662581
Frontal_Inf_Orb_2_R,0.30034766949009767,0.1726250869149679,0.3679557930693009,0.6010735790810932,0.669293907228107,1.0,0.5437197941902425,0.5449248070340268,0.1551776054599857,0.28751721653351126,0.35212171478821935,0.5290974522669357,0.4800787889615073,0.5895789367217535,0.6851414019076175,0.7028097340290029,0.5000361194000479,0.36703147925418717,0.5910110118314938,0.7065566477197935,0.47360878850927474,0.21377235937589925,0.07708842522045967,0.3306331660248129,-0.007599331054826973,-0.08064242269233704,-0.11742052000873383,0.491208990494422,0.3957289027834269,0.19045252076106145,0.3261408730858192,0.14501341879564264,0.26703633734170523,0.6267498798817748,0.5614586078070206,0.6968753278004202,0.2014755367964689,0.5807215248777537,0.6399119106377025,0.4817871529625912,0.4042068023978872,0.44587704697276326,-0.0629206811516941,0.05369166488888137,0.4720605662121773,0.4599118696297553,0.11551922093831656,0.227222317261593,0.32357558390694857,0.176848076429658,0.13768477150243322,0.5547197600308797,0.6033715836254391,0.5288455092955079,0.5579412939594269,0.2658698073775374,0.12976155618360086,0.6706854442074839,0.030917994112032547,0.13161058239615622,0.07231169285298847,0.21329061395035925,0.5624303384165997,0.2939526338833375,0.49244919226870454,0.6630837373079791,0.22973484248307094,0.5318031790005961,0.6234757871637053
Rolandic_Oper_R,0.49499971708419194,0.45190535892802436,0.5872171109112958,0.8174767897897602,0.788927632282873,0.5437197941902425,1.0,0.3810090489276894,0.394857999488015,-0.1555490430358629,0.1862449106534765,0.14198663409716397,0.33600062341702586,0.6151154661627521,0.643732473999884,0.7110433129005475,0.7824168357422744,0.7221878154978476,0.65124217871301,0.6364557885724496,0.4713119808778839,0.654708884784413,0.19373854809700244,0.6433463379347597,-0.07085430904362243,-0.1380497882496477,0.18439585233702055,0.820871290700587,0.49055552832706045,0.06701492901314515,0.45034732902446584,0.16409545012148802,0.5257257751995268,0.624789459076202,0.7090417084502662,0.5667436854343761,0.6336682247173803,0.8270738377947037,0.7490772081756388,0.6771416541995559,0.20815740577230407,0.7536899066565669,0.1516128936218476,0.2322214986633135,0.6719872039316762,0.7166951968818521,0.3899193629585862,0.5148459809352993,0.6617528089075629,0.06618833658973977,0.0944661427551637,0.5634208565674944,0.6035978140578456,0.572538355126105,0.5244662688898362,0.4071990904085809,0.40442995586220143,0.5282816230348069,0.3421684431927818,0.33655664257229595,0.3979168389671725,0.2890238996405061,0.15678104146974792,0.21303142523996002,0.5495053270426317,0.6499507719863991,0.31798577270273803,0.5920941557744387,0.46787353225275174
Olfactory_R,0.08913592798317775,-0.07703206293343794,0.06401399858472354,0.33589797362542245,0.37611850841786215,0.5449248070340268,0.3810090489276894,1.0,-0.10263704710106968,0.272738670689958,0.46231409074611646,0.357833194121723,0.324153538544435,0.6129959665279429,0.430409971979111,0.6050423965056295,0.2749065762673971,0.21517719150388942,0.4050155312367462,0.5476625672349706,0.44726864087046386,-0.0050290054857700635,0.03028043864735339,0.11084000808181958,0.07663207746993772,0.0007319256988015655,-0.15490585607761215,0.28511206492419405,0.22083961229760343,0.2052990419109885,0.20005593865773966,0.11609554273583747,0.1624616332770307,0.42164790605822156,0.4339592982409839,0.4490147945869609,0.29211075038249423,0.4408783501327861,0.5729704801645756,0.30430220060839,0.3886615417128167,0.19141682604231391,-0.1482410652960195,-0.0933495566525924,0.14208086161034564,0.2699925156953092,-0.003350686312273308,0.032451626588260354,0.12293219170497229,0.12740073027081103,0.18034723447100448,0.3504998846804714,0.3838668652116172,0.34103590749783597,0.3822336227063143,0.1566553491863064,0.021788706624213706,0.4958648419506213,-0.0051994556059359286,0.15006532815725465,0.0208429627323193,0.20356979288338028,0.6398114788010123,0.07924391498021373,0.47283090250538506,0.47279454162569723,-0.14772182916098672,0.3728539826380584,0.2846773883861405
Frontal_Sup_Medial_R,0.4614928816684915,0.9496702822991596,0.8884070066166938,0.48935294165789117,0.43407472993769025,0.1551776054599857,0.394857999488015,-0.10263704710106968,1.0,-0.6494959443129403,-0.44368731693208713,-0.28007800712562547,0.5450596479005316,0.11348266273047475,0.27124630948108,0.17717836446181226,0.2562601938746186,0.12772031494686922,0.24590642325366108,0.03804876463226779,0.2460803942757889,0.3969682810678483,-0.3388263248842224,0.48209627184572507,-0.583486154979367,-0.41971681512769987,0.5850608067104057,0.43448937257865516,0.08301533552330197,-0.4879081260843768,-0.20520619782192562,-0.3855495928448307,-0.1134220892725499,0.19646844232229008,0.035200000549102675,0.018966537113344756,0.27238396672022275,0.2425267700769887,-0.031214655017790634,0.2694266474266587,-0.4358316513169857,0.4063577924190735,0.33234875937130587,0.4952753356655336,0.3087607641611904,0.29680722918068914,0.3470946729047138,0.6271250769229257,0.5620766512540802,0.13457834364686724,0.21055388049203524,0.01730907872356575,0.2076919956444356,0.22985942562866762,0.2372469485500286,0.071599347720255,0.08294013889626287,0.23506372854271496,0.1756886874254629,0.0067663398166558685,0.17118971816631942,0.0019495707061408015,-0.2853346478838631,0.7334538238797528,-0.23793127939982658,0.0886317689090517,0.22406690833623008,0.10375573495029718,0.14306054728571632
Frontal_Med_Orb_R,-0.3397678699671712,-0.6137025696222588,-0.49198772519268164,-0.22700533308993137,-0.013227110374059332,0.28751721653351126,-0.1555490430358629,0.272738670689958,-0.6494959443129403,1.0,0.5851239926710258,0.5695654930784473,-0.2530777038346869,0.09176713891315472,0.043228024442420555,-0.006551337841227281,-0.04146596725754516,-0.02144521720504249,-0.09647479390807742,0.20420448579076303,-0.04810486250075724,-0.23379934107558334,0.07289337308732392,-0.25940962744170354,0.24287419957447168,0.10517573258332445,-0.4628345564572928,-0.1667349454349157,-0.004994290640954354,0.46827294349342047,0.14981519391986203,0.2192898240483931,0.12833892560347782,0.06673808000432513,0.24176710024465517,0.3528100558351934,-0.436411362204781,-0.08285791414889503,0.35741322733488795,-0.06144783525425942,0.6573620565737647,-0.07192074304712343,-0.10854740894118015,-0.23149286360156449,0.05263649511687746,0.005965943310663961,-0.06480555241767978,-0.31417986936952114,-0.26723487364730014,-0.10681851344183399,-0.12188089680981576,0.19368064727888062,0.036018066550053636,-0.04787891441211648,0.02069607251961466,-0.2013414586388407,-0.3541202034784272,0.18189364066079045,-0.3992644684465168,-0.30820657204719504,-0.3966617962096046,-0.1446155575814356,0.49845130502812224,-0.44741399265472587,0.4197035891889207,0.3155952701194396,-0.21168217295661104,-0.0819969227709121,0.12054189788272746
