,Precentral_R,Frontal_Sup_2_R,Frontal_Mid_2_R,Frontal_Inf_Oper_R,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_R,Rolandic_Oper_R,Supp_Motor_Area_R,Olfactory_R,Frontal_Sup_Medial_R,Frontal_Med_Orb_R,Rectus_R,OFCmed_R,OFCant_R,OFCpost_R,OFClat_R,Insula_R,Cingulate_Mid_R,Cingulate_Post_R,Hippocampus_R,ParaHippocampal_R,Amygdala_R,Calcarine_R,Lingual_R,Fusiform_R,Postcentral_R,Parietal_Sup_R,Parietal_Inf_R,SupraMarginal_R,Angular_R,Precuneus_R,Paracentral_Lobule_R,Caudate_R,Putamen_R,Pallidum_R,Heschl_R,Temporal_Sup_R,Temporal_Pole_Sup_R,Temporal_Mid_R,Temporal_Pole_Mid_R,Temporal_Inf_R,Cerebellum_Crus1_R,Cerebellum_Crus2_R,Cerebellum_3_R,Cerebellum_4_5_R,Cerebellum_6_R,Cerebellum_8_R,Cerebellum_9_R,Thal_AV_R,Thal_LP_R,Thal_VA_R,Thal_VL_R,Thal_VPL_R,Thal_IL_R,Thal_MDm_R,Thal_MDl_R,Thal_LGN_R,Thal_MGN_R,Thal_PuI_R,Thal_PuM_R,Thal_PuA_R,Thal_PuL_R,ACC_sub_R,ACC_pre_R,ACC_sup_R,N_Acc_R,SN_pc_R,SN_pr_R,Red_N_R
Precentral_R,1.0,0.7443804850756658,0.8159188223046964,0.7684276760184438,0.6450169835703994,0.365966125337358,0.6124073378692871,0.7151116414722214,-0.17755329496330544,0.8256577399787842,0.01957416966447479,0.20308193402939614,0.006479173460008994,0.2196082262495848,-0.04382034070061176,-0.19646770955054782,0.6760157200813107,0.7635066261466823,0.5182015390569095,0.5915024045044257,0.5207472618007853,0.11039698777018722,0.3281982292528927,0.40902489617629917,0.47272241736999315,0.9213770036871236,-0.07785176801557395,0.2184447138816447,0.6739737277414621,-0.1854155188520451,0.24245590360778227,0.7524754117810257,0.5228926353165843,0.5570523124955665,0.5496989961762911,0.5330570592150601,0.547607955479286,0.057359182263102056,0.1941623337851669,-0.02338059815639389,0.12176924801385162,0.055253065823497094,0.020291804985127126,0.5658761949065337,0.5270431476825238,0.015086821872167507,0.26274425078458336,-0.09731481938885976,0.633405699513809,0.7136002808829299,0.5311817393662508,0.7215090965409722,0.7196616398788112,0.5753261586972765,0.601483367743505,0.6382036315948455,0.2022155631903623,0.5613278653862814,0.6182065664199579,0.7449690952664214,0.6751074536569219,0.5486733572013917,-0.11770156017512741,0.3880148312119027,0.3641938495412155,0.07384039728146236,0.4433128564870534,0.41596561168461854,0.5579398915953309
Frontal_Sup_2_R,0.7443804850756658,1.0,0.7518306278073321,0.6991867768292145,0.7570377843929669,0.6213624658021812,0.8390110256697985,0.38541280357085855,-0.12709883944707356,0.7886896585710719,-0.18590665209910276,0.30478300762471194,-0.012144164246919041,0.15325912324258137,-0.10982722541569206,-0.402108214720888,0.7640429745860937,0.5935793220746924,0.09681371638533434,0.597194323319103,0.49723233032076186,-0.08351722522012468,0.21656103587259604,0.2303800592532392,0.41112389901160923,0.7218229402047808,-0.5005848888840135,-0.23602756379998374,0.5445287640709088,-0.5873830207455311,-0.2486235479682972,0.6493186767250478,0.7215022530913126,0.7551626151118752,0.6971490817705724,0.7225959898223493,0.604450662919275,-0.04669704743091886,-0.051745918167819926,-0.14586407941096008,-0.114576368905866,-0.03637719807411533,0.1969948772601053,0.7201569721851458,0.6306190424132767,-0.11883450705908244,0.40569545249038064,-0.1691019983069927,0.7300669403623687,0.7222030888689476,0.7608564480520404,0.8434424792501031,0.7448179514556191,0.5521169106725042,0.3855816145815678,0.741628582421967,-0.16538306410040704,0.5057472697757941,0.6476124838019639,0.8362374245124614,0.8104983050140026,0.3066061645431133,-0.12852968237307352,0.38548190120761155,0.47240900741530734,0.021704376114322688,0.5286609070549129,0.23827111411364343,0.5072723555609168
Frontal_Mid_2_R,0.8159188223046964,0.7518306278073321,1.0,0.7060492870696686,0.6768250878337976,0.38449685719953347,0.553141803556957,0.7113093642668574,-0.21486578612008958,0.7550504454668294,-0.05616332811287141,0.148385681187033,0.007183014348063088,0.14399572086184445,0.10938740380517922,-0.10071892804697852,0.6349890642197191,0.7354360180777181,0.40413513413338503,0.6347752073862116,0.5045070081432504,-0.1136021730794889,0.03889378530750532,0.22837953661897378,0.30079218434194327,0.7700676195646072,-0.10660861178620815,0.057415289773220565,0.4979607744881866,-0.2674659322191831,0.14671779933408705,0.6073293899527284,0.6426928887399744,0.6650280350913912,0.6684506494400543,0.540143489699307,0.44918337502171835,-0.17374483437442656,0.1549290501276417,-0.12394833888843626,0.10393891829365992,0.004394738118281651,0.0627092226598574,0.4569536953522871,0.36859688347868946,-0.07435245652669517,0.3826175310067671,-0.005618966455839928,0.6041076027107214,0.671147286122981,0.5846819109112796,0.7536576671471499,0.673339870809185,0.5729911473692364,0.5682421685025839,0.6804124729783857,0.24022583491453878,0.4954543301430061,0.5898424508000382,0.7007121744783453,0.6320642973112108,0.6628689678342021,-0.11645333100126991,0.22740005907840885,0.6525413325796414,0.03773791971433514,0.4808838675377347,0.3672600287846561,0.5181453465111442
Frontal_Inf_Oper_R,0.7684276760184438,0.6991867768292145,0.7060492870696686,1.0,0.8297924534218807,0.47786080414433757,0.7073421940199548,0.4011528036413041,-0.26494180204746487,0.7485941011276953,-0.16566862083171036,0.1838477018359786,-0.1414763341890599,0.0643012825994751,-0.11694405700034964,-0.4650844629576445,0.852927423131164,0.5882148902395652,0.25592592089482136,0.6417374537783693,0.5799450511582589,-0.03291154048152656,0.48730203045329795,0.4026677414183903,0.5637319552351999,0.6942793551343703,-0.2969714928740993,0.07724447938368993,0.7613658887974689,-0.20431522234070829,0.005016832795950289,0.5021663446977425,0.6176954268264101,0.7091784341908277,0.6454715286185336,0.7148855608265325,0.8055166126548642,-0.05990752508524224,0.3989619418274776,-0.13207854544112382,-0.07237457008165181,0.07148540467375943,0.1562937718973125,0.6293395983635969,0.7167737371785385,-0.2591736001940899,0.27888259442631474,-0.12056471540535113,0.613124623883892,0.5570578253157914,0.6242633987140794,0.7352368547923899,0.7249929294610492,0.5941563639243885,0.46479414547037473,0.6160446919733582,-0.10263183225399125,0.4310353406749221,0.6234846432638471,0.7309515512358215,0.6860104901270737,0.388681224293387,-0.19459571008245047,0.201587889934934,0.46110250703820593,0.06746011819643508,0.5037419177782578,0.43696877441851445,0.46209914925369466
Frontal_Inf_Tri_R,0.6450169835703994,0.7570377843929669,0.6768250878337976,0.8297924534218807,1.0,0.5801579126412301,0.8306722576228456,0.25592472427090635,-0.24058490836698365,0.7561512828081403,-0.27127149513931165,0.1556685646040792,-0.17397101529940368,0.026232560532418854,-0.18533942664843342,-0.5119195472897782,0.939381855489626,0.4588430754602861,0.11398370141032066,0.7585669266105612,0.6886293469604751,-0.2266039788590849,0.34484767377729997,0.2426075761880226,0.6595255908113735,0.6106233378765286,-0.41418714159506104,-0.09882096590010242,0.7509648739876399,-0.3251365986463261,-0.19101362724354365,0.44350758586550215,0.7809938632152513,0.861795617988957,0.8035728913475038,0.8073109285869757,0.8420526662765089,-0.061581674124993616,0.34059268082403205,-0.16868864657088933,-0.06460924278515716,0.04108564012499719,0.11272699973972752,0.6966576451272823,0.729952036492271,-0.22525343181122495,0.38803007954362556,-0.2172601880724748,0.7246631119429136,0.6015035050995234,0.7727287436572519,0.8352616982889296,0.8081774675029042,0.6100082278454028,0.5264222909426675,0.7437239933231363,-0.15464423813295794,0.501028942246639,0.6753048487852612,0.7517034920009636,0.7603341543828517,0.29053637150189143,-0.1557407156750938,0.18900538168891665,0.4442656258511558,-0.1027233603874993,0.7354424245539483,0.5627681779213535,0.6278977835858478
Frontal_Inf_Orb_2_R,0.365966125337358,0.6213624658021812,0.38449685719953347,0.47786080414433757,0.5801579126412301,1.0,0.6729945352524436,0.03313982253623022,-0.24765831724692522,0.44995391294935155,-0.2761377446516138,0.22031326828149755,-0.037453621452236754,-0.0007829094455609401,-0.18939359089918645,-0.4535253917088003,0.5850779492320111,0.22850116968749978,-0.09928708400533312,0.3813322995259743,0.25839991316863936,-0.03658206489968313,0.22125292085339054,0.14738310074271213,0.368324936627953,0.36031513457621217,-0.44804050480877644,-0.20431004677014203,0.4386729659856527,-0.4292578015320834,-0.30608750735658474,0.3740803404576426,0.4981463288526612,0.5884081340978418,0.5355441202145355,0.5561892933842917,0.5281714259054897,0.05199129694168945,0.008932680630657826,0.028576518433037598,-0.31235575559932954,-0.013712129524489415,0.2275184574104376,0.57006390256939,0.5716199478497984,-0.11068139081262975,0.3613694217375257,-0.1690668528342452,0.6049391621242607,0.4675482795389216,0.657361745119801,0.6496262928692224,0.5133525869325363,0.25941592374526323,0.20646651069729782,0.5634003704894754,-0.3499752141273343,0.17713361737165542,0.3928190290206697,0.5842734584562823,0.6253376940057781,-0.002637046200854433,-0.13006704348349607,0.32339332420515876,0.33235763188981426,-0.014882868899145474,0.3784233601524412,0.19621388089414224,0.39838616187196296
Rolandic_Oper_R,0.6124073378692871,0.8390110256697985,0.553141803556957,0.7073421940199548,0.8306722576228456,0.6729945352524436,1.0,0.10605903813224091,-0.2327659533473144,0.6461382485311058,-0.2705743773943728,0.2831616888704158,-0.12547824992607365,0.1948970209780821,-0.20417592525256636,-0.48923821486779184,0.8771280385564094,0.37867630006000663,-0.0979178123511705,0.6727487953065927,0.5142320134649075,-0.11397209938592463,0.3798960115861647,0.2223672687155062,0.5152918749050022,0.5948750614326946,-0.6451957292212648,-0.27746974380446243,0.6890200411019627,-0.6367945767122413,-0.4103773537583385,0.518343457760573,0.7301252118512495,0.8035057236268098,0.7544927768838678,0.8756137101400914,0.8168665525392992,-0.014914131351509709,0.04496040348705722,-0.16164229813423617,-0.18281094797240577,-0.081388736461102,0.26394461252395673,0.8646400244459441,0.8076274689176753,-0.27875806858897095,0.42395031548243456,-0.26873398146832345,0.7095480556835139,0.6527940540079281,0.8260511257954243,0.8337221978320513,0.7614293022638025,0.5309802616437557,0.3011945349558149,0.7413175377227592,-0.3715985437459951,0.4795260411442936,0.6595488244453375,0.8510545199472566,0.8253006419463821,0.11280473832053882,-0.1199328572328957,0.30156927304439063,0.43535656575171827,-0.031669921831846616,0.6742096198988273,0.2998077816320859,0.5330946692940554
Supp_Motor_Area_R,0.7151116414722214,0.38541280357085855,0.7113093642668574,0.4011528036413041,0.25592472427090635,0.03313982253623022,0.10605903813224091,1.0,0.09718818434391888,0.6114511458913334,0.2669987399841095,0.17253703660433595,0.20595007616346342,0.13382390996475393,0.18897344364673363,0.21579660435808548,0.21751625380324202,0.7408148707454798,0.6747362522400541,0.30496956704315126,0.33182383339423743,0.12118245208065931,0.10656852109035264,0.3455819937002843,0.23164910532214691,0.735016159492663,0.4131450602421764,0.4869372865400731,0.3594053384094529,0.1793806107656539,0.6157512422990906,0.6125681499262141,0.2858327466982781,0.21225774912478532,0.20630619387076132,0.09955670266065877,0.086638517645131,0.07234575298158266,0.20158904280216386,0.12599525350884358,0.25852227916936116,0.20138452032885173,0.0075919464943760675,0.14792233833553184,0.11487295766985144,0.318841820810752,0.24334407699222393,0.12086731553473784,0.3257104121724124,0.4995389750944489,0.11542805620723769,0.37286235998098793,0.41117000037926565,0.41689812453988384,0.6157661380143236,0.35467575275110264,0.5196678662494104,0.36149799893325896,0.3558696449176388,0.3695496983172054,0.3198028981388444,0.5973594158139968,0.049975913038243676,0.24128987717125464,0.16105091356064652,-0.007542237496343401,0.1175904264515047,0.26442101784935335,0.4500404278607342
Olfactory_R,-0.17755329496330544,-0.12709883944707356,-0.21486578612008958,-0.26494180204746487,-0.24058490836698365,-0.24765831724692522,-0.2327659533473144,0.09718818434391888,1.0,-0.0391459940452303,0.09935185659719348,-0.005421712634397042,0.2583339027712457,-0.16613290577934042,-0.08299267090925497,0.18772937745209045,-0.31016579728306204,-0.08285005840945245,0.04774671863659208,-0.33917501394935506,-0.20275223349068547,0.013190192484630452,-0.04891633092713691,0.0407226603884965,-0.030325418998139175,-0.06880990900839475,0.21510753958509518,0.1628408651821782,-0.12857099749461698,0.2186862863142892,0.19519435432416668,-0.03405081408023062,-6.623048649364471e-05,-0.3592615889522642,-0.43526856643901995,-0.3627833655156458,-0.3262537234516504,0.23696840651837878,-0.11500220912225252,0.2444433061147093,0.1791961198836286,0.1646460375986206,-0.0920954565883035,-0.13277310221111543,-0.09811032501269847,0.34487759168167803,-0.2010825529437001,0.05551709869841601,-0.077709523737046,-0.13369015995309325,-0.34742266996946697,-0.27791774817017306,-0.18221751537816666,-0.19833707295702785,0.10806150410808817,-0.18267143331217686,-0.024099507633726782,-0.21921808175059096,-0.2265773258813241,-0.23473879472245907,-0.14488863088856754,-0.15995230364844953,0.1526223873041692,-0.14280226813799493,-0.47447808345533554,-0.3110460247378574,-0.42352379916310445,-0.13222780650010388,-0.01466259379691665
Frontal_Sup_Medial_R,0.8256577399787842,0.7886896585710719,0.7550504454668294,0.7485941011276953,0.7561512828081403,0.44995391294935155,0.6461382485311058,0.6114511458913334,-0.0391459940452303,1.0,-0.09253298201287506,0.20396764923597405,-0.029640705657321346,0.04460299856726369,-0.13930936693265109,-0.3889374262746565,0.7607937443917981,0.7243430345259512,0.4069552281436254,0.6056748423894268,0.5371314168737003,-0.022144927995647656,0.31189359452399884,0.367090004714026,0.5320421851714299,0.8206949614119189,-0.09315356140770803,0.19400879109937863,0.6927337450309246,-0.17609113526051712,0.1819108854999276,0.6585105821714766,0.6639751916873956,0.6290567160545125,0.5697092194399522,0.5264659189850042,0.5332587177724039,0.09270557692107206,0.2466295835067803,-0.02682724210902434,0.037521119458039126,-0.011613723083462821,0.014772345486230914,0.6120763558008899,0.5843367670325247,0.0062099530673030215,0.3121864117203708,-0.13660866736672628,0.7252867132680328,0.7030386564169645,0.6351595543695937,0.7328218148701663,0.6749398960009901,0.5541044301235317,0.6467960292475349,0.6633729120192545,0.043587002348307154,0.5381233504864114,0.5732067880874131,0.6775257566713171,0.6969297930678526,0.35239466996109353,-0.08354153436008681,0.36316607404280044,0.24385829236582143,-0.06700833461584711,0.4747764608578313,0.4208308483771034,0.6618473477963053
