,Precentral_R,Frontal_Sup_2_R,Frontal_Mid_2_R,Frontal_Inf_Oper_R,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_R,Rolandic_Oper_R,Supp_Motor_Area_R,Olfactory_R,Frontal_Sup_Medial_R,Frontal_Med_Orb_R,Rectus_R,OFCmed_R,OFCant_R,OFCpost_R,OFClat_R,Insula_R,Cingulate_Mid_R,Cingulate_Post_R,Hippocampus_R,ParaHippocampal_R,Amygdala_R,Calcarine_R,Lingual_R,Fusiform_R,Postcentral_R,Parietal_Sup_R,Parietal_Inf_R,SupraMarginal_R,Angular_R,Precuneus_R,Paracentral_Lobule_R,Caudate_R,Putamen_R,Pallidum_R,Heschl_R,Temporal_Sup_R,Temporal_Pole_Sup_R,Temporal_Mid_R,Temporal_Pole_Mid_R,Temporal_Inf_R,Cerebellum_Crus1_R,Cerebellum_Crus2_R,Cerebellum_3_R,Cerebellum_4_5_R,Cerebellum_6_R,Cerebellum_8_R,Cerebellum_9_R,Thal_AV_R,Thal_LP_R,Thal_VA_R,Thal_VL_R,Thal_VPL_R,Thal_IL_R,Thal_MDm_R,Thal_MDl_R,Thal_LGN_R,Thal_MGN_R,Thal_PuI_R,Thal_PuM_R,Thal_PuA_R,Thal_PuL_R,ACC_sub_R,ACC_pre_R,ACC_sup_R,N_Acc_R,SN_pc_R,SN_pr_R,Red_N_R
Precentral_R,1.0,0.826837713985553,0.792026316898887,0.7745121280336353,0.7385439123712373,0.277034405530863,0.6665970715806069,0.8977463649356204,0.3506243011522848,0.7067685145805351,-0.0006161588224169389,0.3917548666779658,-0.10547876740218681,0.12563991011295614,0.2694208195620527,0.23537864274546136,0.691837892930645,0.8117286863595279,0.7669156201996338,0.6288624440717262,0.6427672970597109,0.19506163701215576,0.7255021194980429,0.7401416454580266,0.7274128161169499,0.8616223103141649,0.04836903062679412,0.2877602022976086,0.7226821936499461,0.35426954863164084,0.7234373517671498,0.6016239602478973,0.6610467442767571,0.5115368028146957,0.5366196492694157,0.4032963887145807,0.7360663181650491,0.42888976226649866,0.6025990700243539,0.1309675691039015,0.5275577972517494,0.32148610903448455,0.1332465161904287,0.5296625538402638,0.5805870375434836,0.5131222765261833,0.26886441920121035,0.2516058886513784,0.3805684464136654,0.4638827895741582,0.470021135420631,0.5678187739148661,0.47825427918162,0.5399756311832853,0.22855351769058682,0.0998222024502989,0.3654585141297397,0.49266242252321757,0.11457544615831539,0.6151000193078815,0.27954889996775334,0.15450492340586144,-0.06409256947810131,0.24572082362611636,0.5074870716423096,0.26455628086946814,0.4996509449630904,0.4993214548685367,0.5637807954162758
Frontal_Sup_2_R,0.826837713985553,1.0,0.8845403539901984,0.7823140709639502,0.811744413072074,0.43609840970232205,0.7612449199993324,0.8865872959096573,0.4756215997381778,0.8617781357831508,0.2549708813305424,0.6014495911547141,0.08410224280981149,0.42058663358674714,0.4446088194464783,0.46360494754592313,0.7817551031563476,0.8527679213970072,0.7727069023009492,0.7332726255164576,0.7075169915756829,0.35771678492357795,0.5178492112051647,0.6582725802777397,0.733169277161703,0.6485790929460005,0.010428929297769386,0.0909376322035811,0.48377665533920383,0.17968465196677355,0.6352468158515927,0.47437075338068696,0.7577835896370695,0.7198803525419507,0.7167094252077687,0.5214977092307541,0.7338689409315569,0.6475848633326089,0.5546812908872109,0.40176944139900345,0.5557872296869734,0.22552157283038773,0.09930783685735434,0.6644826932717944,0.6257070895717093,0.4214020319698052,0.17658686027462545,0.231123848308688,0.44810702503675753,0.5072926584657727,0.37969734410721284,0.5399631479231238,0.5095046552232513,0.5395939333037421,0.33683660734261234,0.15646837961098897,0.3403517949234263,0.4427786682612215,0.1578002236091569,0.6973763864534047,0.4893707629376892,0.20952244459049554,0.12839313867515337,0.5007249496917014,0.5814995563880171,0.2845648239419363,0.5060235368729599,0.49849379070061306,0.6493614540774659
Frontal_Mid_2_R,0.792026316898887,0.8845403539901984,1.0,0.8612382306822596,0.8652712148153472,0.5116265210621371,0.866629602280431,0.8507667305054549,0.4120524040400961,0.9068382734612875,0.25395341859181736,0.6156086444060181,-0.033738117261863675,0.3742564560713374,0.44558425474273783,0.4720249819594838,0.8091348414089118,0.8700122222915487,0.7743365552464188,0.8229396882969297,0.814250193056044,0.4380016394476621,0.4643186823156533,0.6774945812445959,0.790866871205267,0.49130381213348634,0.026124307550978956,-0.1896353076109657,0.3001040435629453,-0.04222680855607465,0.4530310918785563,0.20902716033831872,0.8829333591580903,0.8453000231341267,0.7656107342968231,0.643748895362577,0.7788381769109233,0.6678501757664891,0.6093645774574868,0.4001738409389113,0.6404887012306496,0.309298657921053,0.23137046779324105,0.6992230527902347,0.7942105656152121,0.502239888549478,0.2893098117979299,0.3769464036257615,0.5275440820979561,0.5300821962685557,0.3627703396182115,0.5946085719850394,0.6337217329927187,0.5809304085130917,0.3012340086866656,0.1485560642232364,0.45293784638305,0.3619061230785937,0.1708743523388444,0.714588021314913,0.5469483026737881,0.3788826634882767,0.18101541319660094,0.6521781003171975,0.7550929146687714,0.47803477065836575,0.5510672902657908,0.6628425060269982,0.6670616896043993
Frontal_Inf_Oper_R,0.7745121280336353,0.7823140709639502,0.8612382306822596,1.0,0.9143574989428915,0.49562708383894016,0.901398685112516,0.8005497156128872,0.283960968426204,0.775371650428289,0.16926865039086947,0.36738241049097253,-0.23789186884344943,0.14508186010027116,0.22661465312809256,0.39345771587251593,0.9130826047797327,0.7480561582665451,0.7563728619925804,0.7628633291707196,0.6737994041672534,0.2320105993381292,0.5764080821483692,0.7610520446765312,0.7660217943615247,0.5462581423893891,0.03388170666102052,-0.040151795534286217,0.41040687920440033,0.08225705247755759,0.5351830287430063,0.35744413684686555,0.8006262028296447,0.6887353082196866,0.5752871434753924,0.6915878629092244,0.8030144088057372,0.5343242446456345,0.6428265460438745,0.14057396589338603,0.5819033806089448,0.3410045298395797,0.1458599672172646,0.6505686745648115,0.756060705675282,0.5501414268619643,0.34050223637522437,0.31356181818111245,0.35643801956817084,0.4813424359252009,0.36031584004373457,0.6008384174881559,0.6185490746311909,0.5545044219518677,0.15788359736915264,0.022084245668909718,0.41756097876374365,0.4310067845253281,0.28450919879337144,0.6699836903082143,0.32126546342017454,0.28527495052375074,-0.014334497442290695,0.5629431158450728,0.7251758195022056,0.3411418973222935,0.5513322892010301,0.6494355164487311,0.6048647528396812
Frontal_Inf_Tri_R,0.7385439123712373,0.811744413072074,0.8652712148153472,0.9143574989428915,1.0,0.5512390863404468,0.8732619647673635,0.8619261139982815,0.35367474792051556,0.8592069118642283,0.07289281407845241,0.46617377776363683,-0.24641650998617354,0.1982445258183219,0.3283703242032975,0.5238336179662277,0.9142419161500321,0.8121495008769987,0.77085649227607,0.8391561130411777,0.7301239264901652,0.29192254038955145,0.6199824849249725,0.775908746445647,0.7995662085573012,0.48668492474710984,0.08551173570191856,-0.12293315822871233,0.3694657033942884,0.11027953223597463,0.569448823874528,0.3220106257522605,0.8695264581271327,0.6822400338960058,0.5452974384465884,0.7300613009230842,0.8494547409580884,0.6239841018533484,0.7146762262425169,0.18814335620927064,0.6982368509784255,0.4576010378918348,0.26690743012969126,0.6823198638144868,0.774313569475493,0.6374362851118712,0.4601063180394223,0.41026081806354514,0.45972546790262486,0.4681067304973181,0.46515780434341575,0.6425909084036793,0.49329004748801303,0.4901063967152589,0.07735533001976733,0.026009599122497076,0.2989602239257828,0.26826390337496653,0.22976468592208604,0.6175762479659411,0.3286281984132313,0.2967179159991658,0.06873458739779896,0.5904826676348216,0.784044393891263,0.41198187257343816,0.6488214057253855,0.6138547434238354,0.6150644518103014
Frontal_Inf_Orb_2_R,0.277034405530863,0.43609840970232205,0.5116265210621371,0.49562708383894016,0.5512390863404468,1.0,0.43073159082622725,0.45534300006368955,0.46968939945904925,0.42116913661568556,0.3090752019517747,0.4467805815662782,0.18873489180687844,0.5310448552796572,0.5481047771920435,0.5934986863628471,0.6767914445997031,0.33938343236791635,0.548633135567331,0.6102781205176636,0.4734689212156049,0.5807783700780793,0.24907003887660314,0.47137444343683177,0.4343815562435715,0.12644914347729128,-0.04597031788674784,-0.13788925842850777,0.12063483119275273,0.07317670969764418,0.3809311401065654,0.05269132463598364,0.4857231252892317,0.45488210305658383,0.24991674205682698,0.38768736105565316,0.5375331105815135,0.5965277623187625,0.45878089987030457,0.08984472552925683,0.3355604700398861,0.19054147511072783,0.15170134797369123,0.5374464512186989,0.4662019723036231,0.35113072485124197,0.13077043053349185,0.15338560909099297,0.1453310689929466,0.3302463657210577,0.3209220764693963,0.3191074264479856,0.31705864765720704,0.04992901744941658,-0.18832967829119404,-0.24234986165616737,0.07532098405115888,-0.004099292000470234,0.5098627004154943,0.4228275232267068,0.2668312441637961,0.11447176526233012,0.5720394231842263,0.7542339777850088,0.42216110741710156,0.22061349544147144,0.5035904617784851,0.34023524202830313,0.36147192696146546
Rolandic_Oper_R,0.6665970715806069,0.7612449199993324,0.866629602280431,0.901398685112516,0.8732619647673635,0.43073159082622725,1.0,0.7160567065055158,0.27350889616778923,0.7799709770317015,0.31331240371407304,0.3838076473031803,-0.18813467648026064,0.20739566586792924,0.18843088021761095,0.35410016544661266,0.8240850967827689,0.774008197029474,0.6619745424205767,0.7176921099815123,0.6657405322605813,0.26849760014447804,0.4115862456717673,0.625596430072699,0.6714139870824795,0.4066087693054254,-0.0015819329691330805,-0.21951952653288279,0.20018515370886755,-0.1260317879462455,0.35858584813088057,0.20921887915633738,0.7923178914795762,0.8106195071091987,0.6846212197203154,0.8182826644381622,0.7134024846852349,0.4843386688166435,0.49689094693318187,0.3176846422964127,0.5882623684538875,0.22365726108304004,0.14248035584407195,0.6033963575419697,0.7500065476904084,0.3919634868403908,0.2662927444314824,0.352351117835524,0.41971045260646644,0.42872922702504584,0.18937943369584456,0.5254140745358037,0.6044653163780715,0.5527092834798675,0.3031652180023783,0.0586730196468258,0.4579052773631015,0.3365038695588202,0.19720723618293975,0.5959993274700549,0.4432956637145121,0.36329626788089325,-0.01150863602252478,0.6240687432915755,0.7344106049885993,0.44617100768216844,0.38538696475273526,0.6520755807270376,0.5957506987405727
Supp_Motor_Area_R,0.8977463649356204,0.8865872959096573,0.8507667305054549,0.8005497156128872,0.8619261139982815,0.45534300006368955,0.7160567065055158,1.0,0.4971807666518388,0.8056127418999938,0.019999972462775018,0.5040251484436293,-0.07798314220236485,0.23911019664698827,0.4005834995159117,0.4590220743530806,0.816835054896571,0.9004246138499962,0.8777665895219657,0.7957184061549686,0.7697490347360514,0.3348588524007401,0.758701678739071,0.830737363844792,0.867002889029864,0.6700685372912311,0.12805794105868187,0.08776986608569104,0.5691523322257025,0.29473540756202093,0.775394750902583,0.5129135325776002,0.7960403621680997,0.6138054850857079,0.5631168402914528,0.5250837790107363,0.8461706815534552,0.6332791934003758,0.7438055202704359,0.2328933995252737,0.7242995566706791,0.4795203694502491,0.32745307727937634,0.6859675829240596,0.7285183670526825,0.6517729422420778,0.45029256778165944,0.4651773137123843,0.5111786553671668,0.5168009784899344,0.6237203711143542,0.6967687369319097,0.4312039562068183,0.5822716189838057,0.18747483613676894,0.07860592092424207,0.25214715183190917,0.36769092653963714,0.13473418525716072,0.6792924298584271,0.32751004495890257,0.2851392719948807,0.05429415005580362,0.41203581800750355,0.6399914143157288,0.3223059541680038,0.6275615217538787,0.5270424679651189,0.6818897636951893
Olfactory_R,0.3506243011522848,0.4756215997381778,0.4120524040400961,0.283960968426204,0.35367474792051556,0.46968939945904925,0.27350889616778923,0.4971807666518388,1.0,0.38062162648046344,0.35458876668401224,0.6011129865992236,0.4942398582158271,0.5234122943930287,0.662826072786711,0.36442046271623774,0.42926083180051344,0.4776983131553294,0.5285493929250675,0.5654215476799467,0.5979439805141825,0.6394999619938604,0.25722761528387555,0.3681647849614504,0.4757918896583523,0.2640785269452688,0.03115091681051871,0.04442050743585202,0.21476648577131507,0.16174911204315914,0.3642293667367573,0.08357288198171672,0.3521010203301008,0.4083841352965017,0.4456261779312622,0.04352638622013517,0.36712096808447836,0.5874390286164292,0.35389272505277125,0.4090579975201571,0.391183745260938,0.1463736777361934,0.1341322041397669,0.5002365363093914,0.3849952900101507,0.22167428135267186,0.11810704977095551,0.2849508871842007,0.40751824972898043,0.504317238886797,0.3736192993502086,0.365935360902993,0.20787518793225715,0.3009233055851074,0.35695598635339315,0.3173230514783806,-0.048338782780261234,0.15136594382016377,-0.004811133455290287,0.44130123837800317,0.15156890546609844,0.23041261775516517,0.38929801443457723,0.35513418363257454,0.10161272641017537,0.047099608970243075,0.40557688936013886,0.2428851816698494,0.5515259133880459
Frontal_Sup_Medial_R,0.7067685145805351,0.8617781357831508,0.9068382734612875,0.775371650428289,0.8592069118642283,0.42116913661568556,0.7799709770317015,0.8056127418999938,0.38062162648046344,1.0,0.10305876570684724,0.6635364073836963,-0.13284666618565744,0.2899088879276553,0.4371797238153114,0.4832600416352645,0.74710830067852,0.8495320196692763,0.7035975883041153,0.8134706163958354,0.774466834233332,0.376839963744067,0.47404450534192516,0.6300049921003964,0.7462033806587512,0.44198751447455303,0.0433946633278204,-0.17796176697077137,0.2984988487132405,0.046227339344399834,0.42348617144885964,0.2044490936523287,0.8918508411941763,0.731372090847247,0.7015333947832504,0.6167215717133263,0.7531791298893353,0.7203690984112733,0.6470846036953535,0.44222670549845133,0.6620241736206313,0.39215285316087584,0.2745544702470507,0.6187826365737383,0.7199362585899245,0.5475789292858197,0.3607487053285774,0.38939025965482893,0.5783649930004481,0.4634699719556616,0.41141141261497854,0.6132967531210575,0.5347789728769908,0.5370133379771674,0.23201402851002131,0.19467725268437835,0.27540513319653404,0.27952839450800926,0.007445482877271822,0.6486094401468392,0.4747948170468326,0.33609907994321014,0.1271839703908798,0.5844026155209229,0.7444619956899848,0.5123452642630837,0.5948193683253924,0.6288587769611488,0.6502478954417923
