,SN_pr_R,Thal_LGN_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_L,Vermis_8,Thal_AV_R,Thal_MGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_pre_R,Thal_MDm_R,Precentral_L,Red_N_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuA_R,Occipital_Sup_R,Vermis_4_5,Temporal_Mid_L,Thal_LP_R,Frontal_Med_Orb_L,Caudate_L,Frontal_Inf_Oper_R,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_LP_L,Amygdala_L,Frontal_Mid_2_R
Thal_PuA_R,0.6435758924083591,0.6959893856792357,-0.032833552816908064,0.4642686735022245,-0.22439023482112572,0.5384079989638013,-0.2790567719169005,-0.032326086487790236,-0.29920675655706486,0.4082722899492619,0.20800493211210036,0.6861799374726139,0.20131565296530896,0.3047002856064206,0.4167429315585973,0.044386493094902967,0.39013442476362165,0.13822107446177848,0.6477732630826357,0.41431816452078857,0.7522449268129235,0.4355160423880458,0.1886894193819213,0.5771739285869726,-0.1083062481232641,0.6774236044829122,0.4685879030935763,0.27961713709818736,0.3439408302317357,0.3574863869372559,0.25781027916727745,1.0,-0.25594713578423656,0.4013081265601692,0.1441886776625531,0.3517729294986241,0.195922584506241,0.6922262641805769,0.5268513077371727,0.47267309922420864,0.18368749318789876,-0.4610777470934927,0.4666759869112426,0.03990999286194916,0.4578368691345582
Occipital_Sup_R,-0.2538614121763522,-0.22361820887325376,-0.12476545837499202,0.3491834037853024,-0.09320597508378135,-0.28081590822525443,0.7992636590480665,0.16126876173513618,0.15953584728196676,-0.2728083402230292,0.02863730597583819,-0.11005121629854848,0.13430365009502043,0.3355379558393244,0.04885459872533492,-0.10883750985041672,0.1275529853352617,-0.19823333524938602,-0.39419645388869673,0.27562746377796876,-0.2585424473911078,-0.3281308677150008,-0.1397156879336704,0.13347460863107868,0.5648188462520164,-0.15543182610653508,-0.0984108886269384,0.5343985259892223,0.456297284327888,0.429293812665557,-0.20423049045068956,-0.25594713578423656,1.0,0.5559819405665951,0.3773613378623164,-0.19237545547105003,0.228182856313695,-0.280700520267938,0.24910890322459625,0.24311011739841182,-0.1122189443424672,0.4908623971680711,-0.052905758893630694,-0.2660788268716903,-0.0011300673933730759
Vermis_4_5,0.38231174847184307,0.2562802205282237,-0.05167670960900523,0.8595340700462193,-0.18025961026647494,0.26598083104542103,0.403335718855224,0.15494553821113988,-0.05758837741736288,0.01613343518601263,0.25930365241818354,0.3676536047095974,0.3085637971771366,0.5954956745686999,0.5133212871330961,-0.14903082965941442,0.506057803421961,0.08194435725770156,0.11337312685237294,0.5997782013181474,0.36022545768858166,0.2248941219545061,0.07905816216180954,0.6259940883844347,0.525351612330104,0.504386894195606,0.22522705533709522,0.6087662706575537,0.6256775807446574,0.733349775938871,-0.011575166829478154,0.4013081265601692,0.5559819405665951,1.0,0.5241892622305954,0.015601324704297809,0.5263675931967319,0.328595757975111,0.7052534248381893,0.7058705287587634,-0.05111449909196541,0.09516929608891675,0.2190904951813507,-0.28962156814292483,0.38633075992270677
Temporal_Mid_L,0.14583393057485333,0.19680136559396016,0.09872649503024186,0.3744594552683548,0.044626162088208396,-0.07735398894656362,0.3964457209395343,0.14135208630233623,0.009601779391109178,0.010290974230943403,0.37818821032836736,0.1476516980534973,0.15004737044557637,0.3347126483487058,0.392381061999494,-0.1875559373972276,0.6879273068330258,0.17746540030970331,-0.15434283170805502,0.2642326763875696,-0.00964714465343915,-0.07691333570983787,0.29189056328262725,0.3416566272139775,0.35794746688649964,0.11371841207483559,0.1038268170246323,0.2830952545645418,0.3670575893868351,0.3687248441123835,0.11940953448143252,0.1441886776625531,0.3773613378623164,0.5241892622305954,1.0,-0.17418133303004518,0.18575979262029774,0.1009734141923997,0.243566283548787,0.5550565738534667,0.13559794320213445,0.12381833615827698,-0.018314622598822886,-0.2719079246980574,0.09457058571178589
Thal_LP_R,0.287316852081878,0.20777880234208845,0.06435827424335365,0.11062857004329615,-0.03889152954499487,0.4319980565592946,-0.06459391512250008,0.09511326042078884,-0.2775705212877779,0.4406392878830437,-0.18578566073167657,0.2742906334369404,0.307785542682979,0.18848824843835743,-0.03724292542555868,0.30699815783997125,0.1076924011872022,0.048176603761043726,0.4573315692187387,0.2947927742615174,0.3020589056624745,0.23334818542488794,0.21531022404868477,0.308615782865317,-0.01675059057375786,0.3604003298835816,0.07678715936326272,0.08784703854193084,0.17218122778210082,0.0360768652972403,0.24163994336472128,0.3517729294986241,-0.19237545547105003,0.015601324704297809,-0.17418133303004518,1.0,0.03129988893074657,0.38361342032011514,0.221254249889403,0.2491246703088328,-0.014834868423073381,-0.2576248855012237,0.7581363919180454,0.18463637610959108,0.2957366098751528
Frontal_Med_Orb_L,0.13109992735351356,-0.05334487847343046,0.044390563278169794,0.6308595009026343,-0.05868627062690102,0.2676745752256822,0.07943202483696682,0.14552243462459233,-0.07721133318384099,-0.0456321194290744,0.17521192819936843,0.1522523535575768,0.1942947432819434,0.38944220031999005,0.3889094355045333,-0.13566024694814185,0.1680226491178031,0.11018117217116881,0.1198711453734478,0.43562334740404,0.19302212119231588,0.08755829609700266,-0.04788361886417909,0.3946120210417097,0.40919608884829184,0.32613336397244896,-0.0005279643582734258,0.21244291722910413,0.2108633263560484,0.4622203232121692,-0.1379093256326934,0.195922584506241,0.228182856313695,0.5263675931967319,0.18575979262029774,0.03129988893074657,1.0,0.14966201454380412,0.48668580215740037,0.4476436121483038,-0.018392801135261753,0.061433372126777866,0.0634417916026441,-0.29403217779218693,0.25918992796698226
Caudate_L,0.6246844166340714,0.5961584267922746,0.19005744755125195,0.4230031625151844,0.014863352777870514,0.6159188303989035,-0.24975438834409194,0.008485388359314333,-0.2175830187299154,0.4216997575970943,0.24054166092830523,0.6423508076572246,0.13749119310396826,0.35380247229555606,0.434783337243329,0.10805480229733476,0.37496643523897744,0.40426493962830734,0.6090755682672252,0.4136968148573677,0.7438326159284238,0.6685335513644498,0.436883749253701,0.5902901913202212,-0.08312113209720752,0.7186712051981892,0.4471133720471832,0.1947319401813411,0.3092153773940797,0.3152033143696185,0.3752394006185754,0.6922262641805769,-0.280700520267938,0.328595757975111,0.1009734141923997,0.38361342032011514,0.14966201454380412,1.0,0.5667183870337109,0.38643465017904816,0.12442867704965475,-0.40773374255227235,0.33993266079175993,0.10468500894875007,0.584040887106741
Frontal_Inf_Oper_R,0.45366235600243754,0.33195317534092644,-0.14917871031400973,0.776481201214203,-0.21769950726490084,0.5503999564713631,0.19790383002179687,0.05692474665538647,-0.13104048179280395,0.1219354216618607,0.25548439173521137,0.548023855122453,0.37856449175685375,0.7798843527696744,0.42001242952471357,0.05202823921510348,0.2798236661042816,0.27058772066103703,0.476852555937835,0.8747022910215111,0.554229623352855,0.4493924364492486,0.06831947506288838,0.8638304901621731,0.26388821246690164,0.552837225735626,0.20173681203810204,0.5015101132204745,0.6115043151337757,0.8418976828674658,0.05691486455603656,0.5268513077371727,0.24910890322459625,0.7052534248381893,0.243566283548787,0.221254249889403,0.48668580215740037,0.5667183870337109,1.0,0.5677755528369377,0.059332023704842626,-0.10451139427880983,0.3750828510100513,-0.20799930891244076,0.6879652059414867
Cerebellum_3_L,0.4667291805960431,0.4097719494785995,0.23153004046446474,0.6771569114974173,0.10964766087314747,0.4364000709064585,0.2949243277462048,0.2280963790280108,0.05683212918131772,0.327780160602436,0.253760777326433,0.32572749921653227,0.5067235177502981,0.6120007537480402,0.4817125777480606,-0.12109233853942149,0.7189248826383895,0.25577868639092743,0.19052212013555841,0.6082223198218975,0.3897521714676527,0.23278371024184494,0.4491570527706978,0.6911441652958571,0.46192215307977413,0.5979812125065854,0.14200979279369894,0.3848528479452871,0.5629936901032787,0.5068134127194404,0.04866522437661186,0.47267309922420864,0.24311011739841182,0.7058705287587634,0.5550565738534667,0.2491246703088328,0.4476436121483038,0.38643465017904816,0.5677755528369377,1.0,-0.025986919408399617,-0.044263165921353535,0.36433719075062077,-0.2245508861059204,0.5373011888232807
OFCant_R,0.005954958068680813,0.12247531127428951,-0.06036432683889391,-0.0668817355393263,0.016703673335535844,-0.13472652330219664,-0.06975160579264435,-0.015241339629573449,-0.027911302728930033,0.029794476694225837,0.3106154006766625,0.19074232226799478,-0.11796502269227313,0.05964828316228324,0.08306596027218041,0.004042598540823676,0.16750728939074838,0.23463942980547192,0.04352463162360833,-0.0026100619794156583,0.0279070670169444,0.0024500967324009052,0.20621787577563286,0.10424031965691154,0.01683496001211129,-0.06481733476883333,0.1296350126693627,0.005997471236389159,0.049422612089401956,0.09405440533387309,0.1786335709478752,0.18368749318789876,-0.1122189443424672,-0.05111449909196541,0.13559794320213445,-0.014834868423073381,-0.018392801135261753,0.12442867704965475,0.059332023704842626,-0.025986919408399617,1.0,-0.0029373014910348523,-0.006472975156587922,-0.01708568528358794,0.051942034386806946
Cerebellum_Crus1_R,-0.32970042239135744,-0.4052651727696769,0.02839811123400376,-0.08099240760562751,0.2506038425437219,-0.42321028674856104,0.5325657979503364,0.2480241018962219,0.3755064942771313,-0.1624675555177735,-0.017947018632218162,-0.3607957751663692,0.04754182561574255,0.06129506461206197,-0.15077029338053458,0.05724442509647122,-0.02500018500932395,0.026984613728401056,-0.38462645259727796,-0.08199767208030583,-0.5444794103981537,-0.35671816742300366,0.03439906678871441,-0.15255328312455765,0.4723116028018553,-0.4285583980264588,-0.0865634796747547,0.08211189793840562,0.03949233932270388,0.1295423737892308,-0.11253662936322431,-0.4610777470934927,0.4908623971680711,0.09516929608891675,0.12381833615827698,-0.2576248855012237,0.061433372126777866,-0.40773374255227235,-0.10451139427880983,-0.044263165921353535,-0.0029373014910348523,1.0,-0.12632853098828023,-0.16321126577314177,-0.028043776884697877
Thal_LP_L,0.3526875358860018,0.2790374072876671,-0.02621966293200829,0.2570761526997065,-0.056969868464153195,0.32696988074827066,0.08459499083653166,0.09210370137474044,-0.3992554500732419,0.49392401596439917,0.053588544287294024,0.4017480396534571,0.3820351982698361,0.3368490400536512,0.05325762554975761,0.3226185511684857,0.2697629152015953,0.06723412874477139,0.4914780969573477,0.46459112780209244,0.290297387115424,0.20604014333329262,0.2182094271045938,0.49816171124936914,0.015033607144053211,0.3534346561731687,0.13170263282381905,0.31853241612076005,0.3191973544097529,0.28220230612000163,0.14404059485807577,0.4666759869112426,-0.052905758893630694,0.2190904951813507,-0.018314622598822886,0.7581363919180454,0.0634417916026441,0.33993266079175993,0.3750828510100513,0.36433719075062077,-0.006472975156587922,-0.12632853098828023,1.0,0.1856076749693797,0.3441986964729448
Amygdala_L,0.08961927837690771,0.13900843078421019,0.18591750250201924,-0.4025049839767174,0.08912086595942734,-0.006452718619196445,-0.06344294216068382,0.13971142593269395,0.12375934937083152,0.11528161424619908,-0.28590643833165474,0.060769844807829834,-0.020712647411757008,-0.10762074031972228,-0.28703097284821943,0.2545658841637157,-0.15153403757147352,-0.13840497347320604,0.18774287670732767,-0.03781520217393156,0.07547960271466607,-0.028306084588051613,0.07881141344787528,-0.02547399395075986,-0.3098919794696566,0.05789218757017714,0.05406042335918568,0.09172656906845457,0.008093431332409777,-0.273944250802512,0.16124937757803476,0.03990999286194916,-0.2660788268716903,-0.28962156814292483,-0.2719079246980574,0.18463637610959108,-0.29403217779218693,0.10468500894875007,-0.20799930891244076,-0.2245508861059204,-0.01708568528358794,-0.16321126577314177,0.1856076749693797,1.0,0.08033694266156828
Frontal_Mid_2_R,0.4662239810093865,0.455005481922351,0.268363140088088,0.38658792549382565,0.20954060075100936,0.5545376048428746,0.2033061505113004,0.14390586618725812,0.12242832817566315,0.3150813984574745,0.09709716042922266,0.43491798744866716,0.4604322424810876,0.6875077551181775,0.16738291282543896,0.24625998089207934,0.35779773903303286,0.31406361914118835,0.5248296654055,0.6885028716853308,0.488580738138206,0.3355961519090119,0.42625268674545913,0.7633932243063422,0.09574743723307828,0.482170965584402,0.22439299078425684,0.4516542885207832,0.5639937864827643,0.5356524619657684,0.19394070968274116,0.4578368691345582,-0.0011300673933730759,0.38633075992270677,0.09457058571178589,0.2957366098751528,0.25918992796698226,0.584040887106741,0.6879652059414867,0.5373011888232807,0.051942034386806946,-0.028043776884697877,0.3441986964729448,0.08033694266156828,1.0
